title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url,date,year,eprints_repo
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-dc1394/,github.com/wedesoft/hornetseye-dc,wedesoft/hornetseye-doc,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-ffmpeg/,github.com/wedesoft/hornetseye-ffmpeg,wedesoft/hornetseye-ffmpeg,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-fftw3/,github.com/wedesoft/hornetseye-fftw,wedesoft/hornetseye-fftw3,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-frame/,github.com/wedesoft/hornetseye-frame,wedesoft/hornetseye-frame,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-kinect/,github.com/wedesoft/hornetseye-kinect,wedesoft/hornetseye-kinect,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-linalg/,github.com/wedesoft/hornetseye-linalg,wedesoft/hornetseye-linalg,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-narray/,github.com/wedesoft/hornetseye-narray,wedesoft/hornetseye-narray,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-opencv/,github.com/wedesoft/hornetseye-opencv,wedesoft/hornetseye-opencv,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-openexr/,github.com/wedesoft/hornetseye-openexr,wedesoft/hornetseye-openexr,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-qt4/,github.com/wedesoft/hornetseye-qt,wedesoft/hornetseye-qt4,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,4,http://github.com/wedesoft/hornetseye-rmagick/,github.com/wedesoft/hornetseye-rmagick,wedesoft/hornetseye-rmagick,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,5,http://github.com/wedesoft/hornetseye-v4l/,github.com/wedesoft/hornetseye-v,wedesoft/hornetseye-v4l2,2012-01-01,2012.0,shura.shu.ac.uk
Efficient implementations of machine vision algorithms using a dynamically typed programming language,Jan Wedekind,https://shura.shu.ac.uk/6633/4/wedekind.pdf,5,http://github.com/wedesoft/hornetseye-xorg/,github.com/wedesoft/hornetseye-xorg,wedesoft/hornetseye-xorg,2012-01-01,2012.0,shura.shu.ac.uk
Management and Evaluation of the Performance of end-to-end 5G Inter/Intra Slicing using Machine Learning in a Sustainable Environment,Noor Abdalkarem Mohammedali,https://eprints.glos.ac.uk/12593/1/12593-Al-Sherbaz-%282023%29-Management-and-Evaluation-of-the-Performance-of-end-to-end-5G.pdf,12,"https://github.com/aligungr/UERANSIM,",github.com/aligungr/UERANSIM,aligungr/UERANSIM,2023-03-24,2023.0,eprints.glos.ac.uk
Exploring the evolution of GIS research using bibliographic data,Robert Berry,https://eprints.glos.ac.uk/12639/8/12639%20Berry%2C%20Hafferty%2C%20Scott%2C%20Clarke%20%282023%29%20Exploring%20the%20evolution%20of%20GIS%20research%20using%20bibliographic%20data.pdf,2,https://github.com/robertberryuk/GIS-Topics-Dev/blob/main/ScopusSearch_Berry_etal_2023.txt,github.com/robertberryuk/GIS-Topics-Dev,robertberryuk/GIS-Topics-Dev,2023-02-01,2023.0,eprints.glos.ac.uk
"Augmented Behavioral Annotation Tools, with Application to Multimodal Datasets and Models: A Systematic Review",Eleanor Watson,https://eprints.glos.ac.uk/12318/1/ai-04-00007-v2.pdf,32,https://github.com/mttr2021/MTTR,github.com/mttr2021/MTTR,mttr2021/MTTR,2023-01-28,2023.0,eprints.glos.ac.uk
"Augmented Behavioral Annotation Tools, with Application to Multimodal Datasets and Models: A Systematic Review",Eleanor Watson,https://eprints.glos.ac.uk/12318/1/ai-04-00007-v2.pdf,37,https://github.com/deepmind/meltingpot,github.com/deepmind/meltingpot,deepmind/meltingpot,2023-01-28,2023.0,eprints.glos.ac.uk
"Augmented Behavioral Annotation Tools, with Application to Multimodal Datasets and Models: A Systematic Review",Eleanor Watson,https://eprints.glos.ac.uk/12318/1/ai-04-00007-v2.pdf,42,https://github.com/facebookresearch/metaseq/tree/,github.com/facebookresearch/metaseq,facebookresearch/metaseq,2023-01-28,2023.0,eprints.glos.ac.uk
"Augmented Behavioral Annotation Tools, with Application to Multimodal Datasets and Models: A Systematic Review",Eleanor Watson,https://eprints.glos.ac.uk/12318/1/ai-04-00007-v2.pdf,43,https://github.com/huggingface/transformers,github.com/huggingface/transformers,huggingface/transformers,2023-01-28,2023.0,eprints.glos.ac.uk
"Augmented Behavioral Annotation Tools, with Application to Multimodal Datasets and Models: A Systematic Review",Eleanor Watson,https://eprints.glos.ac.uk/12318/1/ai-04-00007-v2.pdf,43,https://github.com/oughtinc/ice,github.com/oughtinc/ice,oughtinc/ice,2023-01-28,2023.0,eprints.glos.ac.uk
"Augmented Behavioral Annotation Tools, with Application to Multimodal Datasets and Models: A Systematic Review",Eleanor Watson,https://eprints.glos.ac.uk/12318/1/ai-04-00007-v2.pdf,43,https://github.com/alignedai/HappyFaces,github.com/alignedai/HappyFaces,alignedai/HappyFaces,2023-01-28,2023.0,eprints.glos.ac.uk
Quality of Experience Experimentation Prediction Framework through Programmable Network Management,Ahmed Osama Basil Al-Mashhadani,https://eprints.glos.ac.uk/11877/1/11877Al-Mashhadani%2C%20Mu%20and%20Al-Sherbaz%20%282022%29%20Quality_of_Experience_Experimentation_Prediction_Framework_through_Programmable_Network_Management.pdf,17,https://github.com/AhmedOsamaBasil/PhD,github.com/AhmedOsamaBasil/PhD,AhmedOsamaBasil/PhD,2022-10-08,2022.0,eprints.glos.ac.uk
EMM-LC Fusion: Enhanced Multimodal Fusion for Lung Cancer Classification,James Barret,https://eprints.glos.ac.uk/11448/1/ai-03-00038.pdf,20,https://github.com/jb4rr/EMM-LC-Fusion.,github.com/jb4rr/EMM-LC-Fusion,jb4rr/EMM-LC-Fusion,2022-08-09,2022.0,eprints.glos.ac.uk
Investigating Online Fan Responses to the Rooney Rule in English Football,Daniel Kilvington,https://eprints.glos.ac.uk/10922/16/10922-Cable-%282022%29-Investigating-online-fan-responses%20%281%29.pdf,10,https://github.com/twintproject/twint.,github.com/twintproject/twint,twintproject/twint,2022-04-13,2022.0,eprints.glos.ac.uk
Deep Learning Approach for Real-time Video Streaming Traffic Classification,Mohammed Al Jameel,https://eprints.glos.ac.uk/11261/1/11261-Al-Sherbaz-Deep-learning-approach-for-%20real-time-video-streaming-traffic-classification.pdf,7,https://github.com/mo7ammedfadhil/Video-streaming-dataset,github.com/mo7ammedfadhil/Video-streaming-dataset,mo7ammedfadhil/Video-streaming-dataset,2022-03-15,2022.0,eprints.glos.ac.uk
Evidence of similarities in ecosystem service flow across the rural–urban spectrum,Indunee Welivita,https://eprints.glos.ac.uk/9572/8/9572-Bundhoo-%282021%29-Evidence-of-similarities-in-ecosystem-service-flow.pdf,4,https://github.com/InduneeWelivita/Household-survey-questionnaire-RUST-,github.com/InduneeWelivita/Household-survey-questionnaire-RUST-,InduneeWelivita/Household-survey-questionnaire-RUST-project,2021-04-17,2021.0,eprints.glos.ac.uk
The Treatment of Advanced Persistent Threats on Windows Based Systems,Peter Bentley,https://eprints.glos.ac.uk/10332/1/10332_P_%20Bentley_%20PhD_%20Thesis_The_Treatment_of_Advanced_Persistent_Threats_on_Windows_Based_Systems.pdf,333,https://github.com/kusano/ntfsdump,github.com/kusano/ntfsdump,kusano/ntfsdump,2021-01-01,2021.0,eprints.glos.ac.uk
The Treatment of Advanced Persistent Threats on Windows Based Systems,Peter Bentley,https://eprints.glos.ac.uk/10332/1/10332_P_%20Bentley_%20PhD_%20Thesis_The_Treatment_of_Advanced_Persistent_Threats_on_Windows_Based_Systems.pdf,333,https://github.com/YajS/NikPEViewer,github.com/YajS/NikPEViewer,YajS/NikPEViewer,2021-01-01,2021.0,eprints.glos.ac.uk
Assessing SHINE features in the Lake District National Park using the NCA/Cultural Capital process,John R Powell,https://eprints.glos.ac.uk/9620/7/9620-Powell-%282020%29-Assessing-SHINE-features-in-the-Lake-District.pdf,41,https://github.com/robertberryuk/SHINE,github.com/robertberryuk/SHINE,robertberryuk/SHINE,2020-11-26,2020.0,eprints.glos.ac.uk
Assessing SHINE features in the Lake District National Park using the NCA/Cultural Capital process: Summary,John R Powell,https://eprints.glos.ac.uk/9621/7/9621-Berry-%282020%29-Assessing-SHINE-features-in-the-Lake-District.pdf,4,https://github.com/robertberryuk/SHINE,github.com/robertberryuk/SHINE,robertberryuk/SHINE,2020-11-26,2020.0,eprints.glos.ac.uk
"LANDMAP and the Clwydian Range and Dee Valley AONB
maps and statistics",Robert Berry,https://eprints.glos.ac.uk/8962/7/8962-Berry-%282020%29-LANDMAP-and-the-Clwydian-Range.pdf,30,https://github.com/robertberryuk/CRDV_AONB.,github.com/robertberryuk/CRDV_AONB,robertberryuk/CRDV_AONB,2020-11-01,2020.0,eprints.glos.ac.uk
CD4+ T Cells Recognize Conserved Influenza A Epitopes through Shared Patterns of V-Gene Usage and Complementary Biochemical Features,Alexander Greenshields-Watson,https://eprints.glos.ac.uk/11742/1/11742%20Hulin-Curtis%20et%20al%20%282020%29%20CD4%2B%20T%20Cells%20Recognize%20Conserved%20Influenza%20A%20Epitopes%20through%20Shared%20Patterns%20of%20V-Gene%20Usage%20and%20Complementary%20Biochemica.pdf,18,https://github.com/WhalleyT/STACEI,github.com/WhalleyT/STACEI,WhalleyT/STACEI,2020-07-14,2020.0,eprints.glos.ac.uk
CD4+ T Cells Recognize Conserved Influenza A Epitopes through Shared Patterns of V-Gene Usage and Complementary Biochemical Features,Alexander Greenshields-Watson,https://eprints.glos.ac.uk/11742/1/11742%20Hulin-Curtis%20et%20al%20%282020%29%20CD4%2B%20T%20Cells%20Recognize%20Conserved%20Influenza%20A%20Epitopes%20through%20Shared%20Patterns%20of%20V-Gene%20Usage%20and%20Complementary%20Biochemica.pdf,18,https://github.com/milaboratory/mixcr,github.com/milaboratory/mixcr,milaboratory/mixcr,2020-07-14,2020.0,eprints.glos.ac.uk
CD4+ T Cells Recognize Conserved Influenza A Epitopes through Shared Patterns of V-Gene Usage and Complementary Biochemical Features,Alexander Greenshields-Watson,https://eprints.glos.ac.uk/11742/1/11742%20Hulin-Curtis%20et%20al%20%282020%29%20CD4%2B%20T%20Cells%20Recognize%20Conserved%20Influenza%20A%20Epitopes%20through%20Shared%20Patterns%20of%20V-Gene%20Usage%20and%20Complementary%20Biochemica.pdf,19,https://github.com/statbiophys/OLGA,github.com/statbiophys/OLGA,statbiophys/OLGA,2020-07-14,2020.0,eprints.glos.ac.uk
CD4+ T Cells Recognize Conserved Influenza A Epitopes through Shared Patterns of V-Gene Usage and Complementary Biochemical Features,Alexander Greenshields-Watson,https://eprints.glos.ac.uk/11742/1/11742%20Hulin-Curtis%20et%20al%20%282020%29%20CD4%2B%20T%20Cells%20Recognize%20Conserved%20Influenza%20A%20Epitopes%20through%20Shared%20Patterns%20of%20V-Gene%20Usage%20and%20Complementary%20Biochemica.pdf,23,https://github.com/ALGW71/ConservedEpitopesIAV].,github.com/ALGW71/ConservedEpitopesIAV,ALGW71/ConservedEpitopesIAV,2020-07-14,2020.0,eprints.glos.ac.uk
"LANDMAP, landscape and a changing climate in the Designated Landscapes, Wales",Robert Berry,https://eprints.glos.ac.uk/8212/9/8212-Berry-%282020%29-LANDMAP-landscape-and-a-changing-climate.pdf,212,https://github.com/robertberryuk/LANDMAPClimate_Designated_Landscapes.,github.com/robertberryuk/LANDMAPClimate_Designated_Landscapes,robertberryuk/LANDMAPClimate_Designated_Landscapes,2020-03-10,2020.0,eprints.glos.ac.uk
Detection of Phishing Websites using Generative Adversarial Network,Pierrick Robic–Butez,https://eprints.glos.ac.uk/8528/1/8528%20Robic%E2%80%93Butez%2C%20Win%20%282019%29%20Detection-of-Phishing-websites-using-Generative-Adversarial-Network.pdf,5,https://github.com/Khuzdz/PhishGan/blob/master/DB/How,github.com/Khuzdz/PhishGan,Khuzdz/PhishGan,2020-02-24,2020.0,eprints.glos.ac.uk
"LANDMAP, Landscape and a Changing Climate",Robert Berry,https://eprints.glos.ac.uk/6722/1/LANDMAP%2C%20Landscape%20and%20a%20Changing%20Climate_Final_Report_CCRI.pdf,19,https://github.com/robertberryuk/LANDMAP_ClimateChange.,github.com/robertberryuk/LANDMAP_ClimateChange,robertberryuk/LANDMAP_ClimateChange,2019-04-04,2019.0,eprints.glos.ac.uk
CloudIntell: An intelligent malware detection system,Qublai Khan Ali Mirza,https://eprints.glos.ac.uk/5958/1/5958%20Ali%20Mizra%20%282018%29%20CloudIntell.pdf,36,https://github.com/guelfoweb/peframe.,github.com/guelfoweb/peframe,guelfoweb/peframe,2018-09-01,2018.0,eprints.glos.ac.uk
"Can I click it? Yes you can: Sport Journalism, Twitter, and Clickbait",Jonathan Cable,https://eprints.glos.ac.uk/5425/8/5425%20Cable%20%282018%29%20Can%20I%20click%20it.pdf,5,https://github.com/bpb27/twitter_scraping),github.com/bpb27/twitter_scraping,bpb27/twitter_scraping,2018-03-09,2018.0,eprints.glos.ac.uk
Shifting between mental sets: An individual differences approach to commonalities and differences of task switching components,Claudia C von Bastian,https://eprints.glos.ac.uk/5147/1/5147%20-%20Druey%20-%202017%20-%20Shifting%20between%20mental%20sets.pdf,24,https://github.com/simsem/simsem,github.com/simsem/simsem,simsem/simsem,2017-09-30,2017.0,eprints.glos.ac.uk
Domain Generalised Fully Convolutional One Stage Detection,Karthik Seemakurthy,https://eprints.lincoln.ac.uk/id/eprint/53780/1/ICRA_2023_CameraReadyFinal.pdf,0,https://github.com/karthikiitm87/domain-generalisation.,github.com/karthikiitm87/domain-generalisation,karthikiitm87/domain-generalisation,2023-04-30,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,1,https://github.com/Novetta/CLAVIN,github.com/Novetta/CLAVIN,Novetta/CLAVIN,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/Lucaterre/spacyfishing,github.com/Lucaterre/spacyfishing,Lucaterre/spacyfishing,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/informagi/REL,github.com/informagi/REL,informagi/REL,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/YoungXiyuan/DCA,github.com/YoungXiyuan/DCA,YoungXiyuan/DCA,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/HazyResearch/bootleg,github.com/HazyResearch/bootleg,HazyResearch/bootleg,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/facebookresearch/BLINK,github.com/facebookresearch/BLINK,facebookresearch/BLINK,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/facebookresearch/GENRE,github.com/facebookresearch/GENRE,facebookresearch/GENRE,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/studio-ousia/luke,github.com/studio-ousia/luke,studio-ousia/luke,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/SapienzaNLP/extend,github.com/SapienzaNLP/extend,SapienzaNLP/extend,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/ehsk/CHF-TopoResolver,github.com/ehsk/CHF-TopoResolver,ehsk/CHF-TopoResolver,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/openeventdata/mordecai,github.com/openeventdata/mordecai,openeventdata/mordecai,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/grantdelozier/TopoCluster,github.com/grantdelozier/TopoCluster,grantdelozier/TopoCluster,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/milangritta/Geocoding-with-Map-Vector,github.com/milangritta/Geocoding-with-Map-Vector,milangritta/Geocoding-with-Map-Vector,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,3,https://github.com/milangritta/Pragmatic-Guide-to-Geoparsing-,github.com/milangritta/Pragmatic-Guide-to-Geoparsing-,milangritta/Pragmatic-Guide-to-Geoparsing-Evaluation,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,5,https://github.com/geovista/GeoCorpora,github.com/geovista/GeoCorpora,geovista/GeoCorpora,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,5,https://github.com/barbarainacioc/toponym-resolution/tree/master/,github.com/barbarainacioc/toponym-resolution,barbarainacioc/toponym-resolution,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,5,https://github.com/UCREL/LakeDistrictCorpus,github.com/UCREL/LakeDistrictCorpus,UCREL/LakeDistrictCorpus,2023-03-01,2023.0,eprints.lincoln.ac.uk
How can voting mechanisms improve the robustness and generalizability of toponym disambiguation,Xuke Hu,https://eprints.lincoln.ac.uk/id/eprint/53364/1/1-s2.0-S1569843223000134-main.pdf,9,https://github.com/kermitt2/entity-fishing.,github.com/kermitt2/entity-fishing,kermitt2/entity-fishing,2023-03-01,2023.0,eprints.lincoln.ac.uk
Supporting inclusive learning resource design with Designing for Diverse Learners,Lee Fallin,https://eprints.lincoln.ac.uk/id/eprint/53547/1/document.pdf,6,https://github.com/UKHomeOffice/posters/blob/master/accessibility/dos-,github.com/UKHomeOffice/posters,UKHomeOffice/posters,2023-02-28,2023.0,eprints.lincoln.ac.uk
Rethinking the transfer learning for FCN based polyp segmentation in colonoscopy,Yan Wen,https://eprints.lincoln.ac.uk/id/eprint/53764/1/Rethinking_the_Transfer_Learning_for_FCN_Based_Polyp_Segmentation.pdf,0,https://github.com/MELSunny/Keras-FCN,github.com/MELSunny/Keras-FCN,MELSunny/Keras-FCN,2023-02-22,2023.0,eprints.lincoln.ac.uk
Rethinking the transfer learning for FCN based polyp segmentation in colonoscopy,Yan Wen,https://eprints.lincoln.ac.uk/id/eprint/53764/1/Rethinking_the_Transfer_Learning_for_FCN_Based_Polyp_Segmentation.pdf,9,https://github.com/scikit-image/scikit-image/blob/00177e14097237ef,github.com/scikit-image/scikit-image,scikit-image/scikit-image,2023-02-22,2023.0,eprints.lincoln.ac.uk
"Investigating the association between diet and infection with Trichomonas gallinae in the European turtle dove
(Streptopelia turtur)",R. E. Young,https://eprints.lincoln.ac.uk/id/eprint/54139/1/Young%20et%20al.%202023%20Investigating%20the%20association%20between%20diet%20and%20infection%20with%20Trichomonas%20gallinae%20in%20the%20Europ.pdf,21,http://github.com/gotellilab/EcoSimR,github.com/gotellilab/EcoSimR,gotellilab/EcoSimR,2023-01-01,2023.0,eprints.lincoln.ac.uk
3D-SiamMask: Vision-Based Multi-Rotor Aerial-Vehicle Tracking for a Moving Object,Mohamad Al Al Mdfaa,https://eprints.lincoln.ac.uk/id/eprint/53298/1/remotesensing-14-05756-v2.pdf,11,https://github.com/mhd-medfa/Single-Object-Tracker.,github.com/mhd-medfa/Single-Object-Tracker,mhd-medfa/Single-Object-Tracker,2022-11-14,2022.0,eprints.lincoln.ac.uk
3D-SiamMask: Vision-Based Multi-Rotor Aerial-Vehicle Tracking for a Moving Object,Mohamad Al Al Mdfaa,https://eprints.lincoln.ac.uk/id/eprint/53298/1/remotesensing-14-05756-v2.pdf,20,https://github.com/JdeRobot/CustomRobots,github.com/JdeRobot/CustomRobots,JdeRobot/CustomRobots,2022-11-14,2022.0,eprints.lincoln.ac.uk
Benchmarking the utility of maps of dynamics for human-aware motion planning,Chittaranjan Srinivas Swaminathan,https://eprints.lincoln.ac.uk/id/eprint/52305/1/frobt-09-916153.pdf,26,http://github.com/FedericoPecora/coordination_oru.,github.com/FedericoPecora/coordination_oru,FedericoPecora/coordination_oru,2022-11-02,2022.0,eprints.lincoln.ac.uk
MergedNET: A simple approach for one-shot learning in siamese networks based on similarity layers,John Atanbori,https://eprints.lincoln.ac.uk/id/eprint/50524/1/1-s2.0-S0925231222010529-main.pdf,4,https://github.com/Amotica/MergedNET,github.com/Amotica/MergedNET,Amotica/MergedNET,2022-10-14,2022.0,eprints.lincoln.ac.uk
"Unfreezing autonomous vehicles with game theory, proxemics, and trust",Fanta Camara,https://eprints.lincoln.ac.uk/id/eprint/52159/1/fcomp-04-969194.pdf,3,https://github.com/opentrack/opentrack,github.com/opentrack/opentrack,opentrack/opentrack,2022-10-13,2022.0,eprints.lincoln.ac.uk
"Unfreezing autonomous vehicles with game theory, proxemics, and trust",Fanta Camara,https://eprints.lincoln.ac.uk/id/eprint/52159/1/fcomp-04-969194.pdf,15,https://github.com/CMU-Perceptual-Computing-Lab/openpose,github.com/CMU-Perceptual-Computing-Lab/openpose,CMU-Perceptual-Computing-Lab/openpose,2022-10-13,2022.0,eprints.lincoln.ac.uk
A mechanism for oxidative damage repair at gene regulatory elements,Swagat Ray,https://eprints.lincoln.ac.uk/id/eprint/51942/1/TDIF%20MS_V5_R5.pdf,54,https://github.com/jdparker101/Pausing_Ratio_Notebook,github.com/jdparker101/Pausing_Ratio_Notebook,jdparker101/Pausing_Ratio_Notebook,2022-09-29,2022.0,eprints.lincoln.ac.uk
RhythmTrain: making rhythmic sight reading training fun,Reece Godfrey,https://eprints.lincoln.ac.uk/id/eprint/49153/1/ICMCRhythmTrain.pdf,3,https://github.com/fenix-hub/godot-engine.,github.com/fenix-hub/godot-engine,fenix-hub/godot-engine.jwt,2022-09-01,2022.0,eprints.lincoln.ac.uk
Self-supervised Representation Learning for Reliable Robotic Monitoring of Fruit Anomalies,Taeyeong Choi,https://eprints.lincoln.ac.uk/id/eprint/48682/7/With_Copyright_Notice.pdf,4,https://github.com/ctyeong/CH-Rand.,github.com/ctyeong/CH-Rand,ctyeong/CH-Rand,2022-07-12,2022.0,eprints.lincoln.ac.uk
Binding partners regulate unfolding of myosin VI to activate the molecular motor.,Ália Dos Santos,https://eprints.lincoln.ac.uk/id/eprint/50170/1/bcj-2022-0025.pdf,16,https://github.com/PRNicovich/ClusDoC).,github.com/PRNicovich/ClusDoC,PRNicovich/ClusDoC,2022-07-04,2022.0,eprints.lincoln.ac.uk
The relationship of socio-demographic factors and patient attitudes to connected health technologies: a survey of stroke survivors.,Archie Drake,https://eprints.lincoln.ac.uk/id/eprint/49926/7/14604582221102373.pdf,3,https://github.com/kclconsult/remote-survey.,github.com/kclconsult/remote-survey,kclconsult/remote-survey,2022-06-21,2022.0,eprints.lincoln.ac.uk
Combined Free-Energy Calculation and Machine Learning Methods for Understanding Ligand Unbinding Kinetics,Magd Badaoui,https://eprints.lincoln.ac.uk/id/eprint/49062/2/Supporting_Information_JCTC_final.pdf,26,https://github.com/pedrojuanbj/MLTSA-V1,github.com/pedrojuanbj/MLTSA-V,pedrojuanbj/MLTSA-V1,2022-04-12,2022.0,eprints.lincoln.ac.uk
Beyond Tracking: Using Deep Learning to Discover Novel Interactions in Biological Swarms,Taeyeong Choi,https://eprints.lincoln.ac.uk/id/eprint/48680/1/DARS-SWARM2020_paper_140.pdf,4,https://github.com/ctyeong/OpticalFlows,github.com/ctyeong/OpticalFlows,ctyeong/OpticalFlows_HsAnts,2022-03-23,2022.0,eprints.lincoln.ac.uk
The Effect of Legislature Size on Distributive Politics: A Meta-Analysis,Danilo Freire,https://eprints.lincoln.ac.uk/id/eprint/51879/1/law-1n-meta-analysis.pdf,0,https://github.com/danilofreire/legislature-size-meta-analysis.,github.com/danilofreire/legislature-size-meta-analysis,danilofreire/legislature-size-meta-analysis,2022-01-01,2022.0,eprints.lincoln.ac.uk
